,inning,batting_team,bowling_team,batsman,bowler,batsman_name,bowler_name,ovr,runs_batter,runs_w_extras,extras,x,y,z,cumul_runs,wicket,wicket_method,who_out
0,1,Pakistan,Bangladesh,41434,288305,Mohammad Hafeez,Shafiul Islam,0.1,1.0,1.0,0.0,52.0,113.0,7.0,1.0,False,,
1,1,Pakistan,Bangladesh,40582,288305,Imran Farhat,Shafiul Islam,0.2,4.0,4.0,0.0,16.0,125.0,7.0,5.0,False,,
2,1,Pakistan,Bangladesh,40582,288305,Imran Farhat,Shafiul Islam,0.3,1.0,1.0,0.0,272.0,114.0,2.0,6.0,False,,
3,1,Pakistan,Bangladesh,41434,288305,Mohammad Hafeez,Shafiul Islam,0.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,False,,
4,1,Pakistan,Bangladesh,41434,288305,Mohammad Hafeez,Shafiul Islam,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,False,,
5,1,Pakistan,Bangladesh,41434,288305,Mohammad Hafeez,Shafiul Islam,0.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,False,,
6,1,Pakistan,Bangladesh,40582,56283,Imran Farhat,Abdur Razzak,1.1,0.0,5.0,5.0,0.0,0.0,0.0,11.0,False,,
7,1,Pakistan,Bangladesh,40582,56283,Imran Farhat,Abdur Razzak,1.1,0.0,0.0,0.0,0.0,0.0,0.0,11.0,False,,
8,1,Pakistan,Bangladesh,40582,56283,Imran Farhat,Abdur Razzak,1.2,2.0,2.0,0.0,325.0,211.0,3.0,13.0,False,,
9,1,Pakistan,Bangladesh,40582,56283,Imran Farhat,Abdur Razzak,1.3,0.0,1.0,1.0,0.0,0.0,0.0,14.0,False,,
10,1,Pakistan,Bangladesh,40582,56283,Imran Farhat,Abdur Razzak,1.3,1.0,1.0,0.0,138.0,305.0,5.0,15.0,False,,
11,1,Pakistan,Bangladesh,41434,56283,Mohammad Hafeez,Abdur Razzak,1.4,0.0,0.0,0.0,224.0,181.0,3.0,15.0,False,,
12,1,Pakistan,Bangladesh,41434,56283,Mohammad Hafeez,Abdur Razzak,1.5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,False,,
13,1,Pakistan,Bangladesh,41434,56283,Mohammad Hafeez,Abdur Razzak,1.6,0.0,0.0,0.0,135.0,155.0,7.0,15.0,False,,
14,1,Pakistan,Bangladesh,40582,288305,Imran Farhat,Shafiul Islam,2.1,0.0,1.0,1.0,0.0,0.0,0.0,16.0,False,,
15,1,Pakistan,Bangladesh,41434,288305,Mohammad Hafeez,Shafiul Islam,2.2,0.0,0.0,0.0,136.0,226.0,5.0,16.0,False,,
16,1,Pakistan,Bangladesh,41434,288305,Mohammad Hafeez,Shafiul Islam,2.3,2.0,2.0,0.0,46.0,100.0,7.0,18.0,False,,
17,1,Pakistan,Bangladesh,41434,288305,Mohammad Hafeez,Shafiul Islam,2.4,4.0,4.0,0.0,131.0,349.0,5.0,22.0,False,,
18,1,Pakistan,Bangladesh,41434,288305,Mohammad Hafeez,Shafiul Islam,2.5,0.0,0.0,0.0,202.0,204.0,4.0,22.0,False,,
19,1,Pakistan,Bangladesh,41434,288305,Mohammad Hafeez,Shafiul Islam,2.6,0.0,0.0,0.0,158.0,239.0,5.0,22.0,False,,
20,1,Pakistan,Bangladesh,40582,56143,Imran Farhat,Shakib Al Hasan,3.1,0.0,0.0,0.0,155.0,206.0,5.0,22.0,False,,
21,1,Pakistan,Bangladesh,40582,56143,Imran Farhat,Shakib Al Hasan,3.2,4.0,4.0,0.0,54.0,67.0,7.0,26.0,False,,
22,1,Pakistan,Bangladesh,40582,56143,Imran Farhat,Shakib Al Hasan,3.3,4.0,4.0,0.0,314.0,294.0,3.0,30.0,False,,
23,1,Pakistan,Bangladesh,40582,56143,Imran Farhat,Shakib Al Hasan,3.4,0.0,0.0,0.0,179.0,153.0,8.0,30.0,True,caught,40582
24,1,Pakistan,Bangladesh,316397,56143,Asad Shafiq,Shakib Al Hasan,3.5,4.0,4.0,0.0,104.0,23.0,8.0,34.0,False,,
25,1,Pakistan,Bangladesh,316397,56143,Asad Shafiq,Shakib Al Hasan,3.6,0.0,0.0,0.0,185.0,180.0,4.0,34.0,False,,
26,1,Pakistan,Bangladesh,41434,55894,Mohammad Hafeez,Farhad Reza,4.1,4.0,4.0,0.0,9.0,174.0,6.0,38.0,False,,
27,1,Pakistan,Bangladesh,41434,55894,Mohammad Hafeez,Farhad Reza,4.2,2.0,2.0,0.0,71.0,74.0,7.0,40.0,False,,
28,1,Pakistan,Bangladesh,41434,55894,Mohammad Hafeez,Farhad Reza,4.3,1.0,1.0,0.0,122.0,230.0,5.0,41.0,False,,
29,1,Pakistan,Bangladesh,316397,55894,Asad Shafiq,Farhad Reza,4.4,1.0,1.0,0.0,61.0,85.0,7.0,42.0,False,,
30,1,Pakistan,Bangladesh,41434,55894,Mohammad Hafeez,Farhad Reza,4.5,1.0,1.0,0.0,342.0,186.0,3.0,43.0,False,,
31,1,Pakistan,Bangladesh,316397,55894,Asad Shafiq,Farhad Reza,4.6,1.0,1.0,0.0,144.0,236.0,5.0,44.0,False,,
32,1,Pakistan,Bangladesh,316397,56283,Asad Shafiq,Abdur Razzak,5.1,1.0,1.0,0.0,114.0,268.0,5.0,45.0,False,,
33,1,Pakistan,Bangladesh,41434,56283,Mohammad Hafeez,Abdur Razzak,5.2,0.0,0.0,0.0,175.0,174.0,5.0,45.0,False,,
34,1,Pakistan,Bangladesh,41434,56283,Mohammad Hafeez,Abdur Razzak,5.3,0.0,0.0,0.0,178.0,204.0,5.0,45.0,False,,
