,inning,batting_team,bowling_team,batsman,bowler,batsman_name,bowler_name,ovr,runs_batter,runs_w_extras,extras,x,y,z,cumul_runs,wicket,wicket_method,who_out
0,1,Zimbabwe,Ireland,55608,303427,Hamilton Masakadza,Paul Stirling,0.1,1.0,1.0,0.0,296.0,202.0,3.0,1.0,False,,
1,1,Zimbabwe,Ireland,299572,303427,Sikandar Raza,Paul Stirling,0.2,0.0,0.0,0.0,214.0,146.0,2.0,1.0,False,,
2,1,Zimbabwe,Ireland,299572,303427,Sikandar Raza,Paul Stirling,0.3,0.0,0.0,0.0,161.0,197.0,5.0,1.0,False,,
3,1,Zimbabwe,Ireland,299572,303427,Sikandar Raza,Paul Stirling,0.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,False,,
4,1,Zimbabwe,Ireland,55608,303427,Hamilton Masakadza,Paul Stirling,0.5,0.0,0.0,0.0,188.0,205.0,4.0,2.0,False,,
5,1,Zimbabwe,Ireland,55608,303427,Hamilton Masakadza,Paul Stirling,0.6,2.0,2.0,0.0,22.0,194.0,6.0,4.0,False,,
6,1,Zimbabwe,Ireland,299572,293983,Sikandar Raza,Alex Cusack,1.1,4.0,4.0,0.0,14.0,226.0,6.0,8.0,False,,
7,1,Zimbabwe,Ireland,299572,293983,Sikandar Raza,Alex Cusack,1.2,4.0,4.0,0.0,10.0,153.0,7.0,12.0,False,,
8,1,Zimbabwe,Ireland,299572,293983,Sikandar Raza,Alex Cusack,1.3,2.0,2.0,0.0,119.0,292.0,5.0,14.0,False,,
9,1,Zimbabwe,Ireland,299572,293983,Sikandar Raza,Alex Cusack,1.4,0.0,0.0,0.0,0.0,0.0,0.0,14.0,False,,
10,1,Zimbabwe,Ireland,299572,293983,Sikandar Raza,Alex Cusack,1.5,0.0,0.0,0.0,217.0,252.0,4.0,14.0,True,caught,299572
11,1,Zimbabwe,Ireland,55814,293983,Brendan Taylor,Alex Cusack,1.6,2.0,2.0,0.0,324.0,220.0,3.0,16.0,False,,
12,1,Zimbabwe,Ireland,55608,303427,Hamilton Masakadza,Paul Stirling,2.1,0.0,0.0,0.0,191.0,199.0,4.0,16.0,False,,
13,1,Zimbabwe,Ireland,55608,303427,Hamilton Masakadza,Paul Stirling,2.2,0.0,0.0,0.0,0.0,0.0,0.0,16.0,False,,
14,1,Zimbabwe,Ireland,55608,303427,Hamilton Masakadza,Paul Stirling,2.3,1.0,1.0,0.0,220.0,322.0,4.0,17.0,False,,
15,1,Zimbabwe,Ireland,55814,303427,Brendan Taylor,Paul Stirling,2.4,4.0,4.0,0.0,254.0,19.0,1.0,21.0,False,,
16,1,Zimbabwe,Ireland,55814,303427,Brendan Taylor,Paul Stirling,2.5,0.0,1.0,1.0,0.0,0.0,0.0,22.0,False,,
17,1,Zimbabwe,Ireland,55608,303427,Hamilton Masakadza,Paul Stirling,2.6,1.0,1.0,0.0,147.0,246.0,5.0,23.0,False,,
18,1,Zimbabwe,Ireland,55608,531953,Hamilton Masakadza,Max Sorensen,3.1,0.0,0.0,0.0,109.0,185.0,6.0,23.0,False,,
19,1,Zimbabwe,Ireland,55608,531953,Hamilton Masakadza,Max Sorensen,3.2,4.0,4.0,0.0,282.0,35.0,1.0,27.0,False,,
20,1,Zimbabwe,Ireland,55608,531953,Hamilton Masakadza,Max Sorensen,3.3,4.0,4.0,0.0,63.0,311.0,5.0,31.0,False,,
21,1,Zimbabwe,Ireland,55608,531953,Hamilton Masakadza,Max Sorensen,3.4,0.0,1.0,1.0,0.0,0.0,0.0,32.0,False,,
22,1,Zimbabwe,Ireland,55814,531953,Brendan Taylor,Max Sorensen,3.5,1.0,1.0,0.0,96.0,65.0,8.0,33.0,False,,
23,1,Zimbabwe,Ireland,55608,531953,Hamilton Masakadza,Max Sorensen,3.6,2.0,2.0,0.0,279.0,288.0,4.0,35.0,False,,
24,1,Zimbabwe,Ireland,55814,348034,Brendan Taylor,George Dockrell,4.1,0.0,0.0,0.0,149.0,197.0,5.0,35.0,False,,
25,1,Zimbabwe,Ireland,55814,348034,Brendan Taylor,George Dockrell,4.2,0.0,0.0,0.0,113.0,184.0,6.0,35.0,False,,
26,1,Zimbabwe,Ireland,55814,348034,Brendan Taylor,George Dockrell,4.3,0.0,0.0,0.0,220.0,197.0,3.0,35.0,False,,
27,1,Zimbabwe,Ireland,55814,348034,Brendan Taylor,George Dockrell,4.4,1.0,1.0,0.0,281.0,197.0,3.0,36.0,False,,
